Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Barbarian	1hs-Normal-Wolf	0	25	561	5	1	80	515	MercX101	MercX167	9000	1	968	29	278	28	128	21	81	14	388	54	1	54	62	11	81	5	swor		off	75	Bash	5	50	4	18	2	Stun	5	50	0	28	2	barwearwolf	5	30	0	24																				0	0	0	0
Barbarian	1hs-Normal-Wolf	0	25	561	5	1	80	515	MercX101	MercX167	9000	1	2354	49	938	56	190	21	123	14	1279	74	1	120	128	11	139	3	swor		off	75	Bash	5	75	4	40	2	Stun	5	75	0	64	2	barwearwolf	5	30	0	32																				0	0	0	0
Barbarian	1hs-Nightmare-bear	0	26	561	5	2	160	515	MercX101	MercX167	18000	1	872	29	250	28	125	21	76	14	349	54	4	50	58	11	78	5	swor		def	75	Bash	5	50	4	16	2	Stun	5	50	0	24	2	barwearbear	5	30	0	22																				0	0	0	0
Barbarian	1hs-Nightmare-bear	0	26	561	5	2	160	515	MercX101	MercX167	18000	1	2258	49	910	56	187	21	118	14	1240	74	4	116	124	11	136	3	swor		def	75	Bash	5	75	4	38	2	Stun	5	75	0	60	2	barwearbear	5	30	0	30																				0	0	0	0
Barbarian	1hs-Nightmare-Wolf	0	27	561	5	2	160	515	MercX101	MercX167	18000	1	872	29	250	28	125	21	76	14	349	54	4	50	58	11	78	5	swor		off	75	Bash	5	50	4	16	2	Stun	5	50	0	24	2	barwearwolf	5	30	0	22																				0	0	0	0
Barbarian	1hs-Nightmare-Wolf	0	27	561	5	2	160	515	MercX101	MercX167	18000	1	2258	49	910	56	187	21	118	14	1240	74	4	116	124	11	136	3	swor		off	75	Bash	5	75	4	38	2	Stun	5	75	0	60	2	barwearwolf	5	30	0	30																				0	0	0	0
Barbarian	1hs-Nightmare-Wolf	0	28	561	5	3	260	515	MercX101	MercX167	32000	1	2032	49	819	56	184	21	113	14	1116	74	6	112	120	11	133	3	swor		def	75	Bash	5	70	4	36	2	Stun	5	70	0	56	2	barwearbear	5	30	0	28																				0	0	0	0
Barbarian	1hs-Hell-Wolf	0	29	561	5	3	260	515	MercX101	MercX167	32000	1	2032	49	819	56	184	21	113	14	1116	74	6	112	120	11	133	3	swor		off	75	Bash	5	70	4	36	2	Stun	5	70	0	56	2	barwearwolf	5	30	0	28																				0	0	0	0
Barbarian	1hs-Normal-Bear	100	24	561	5	1	80	515	MercX101	MercX167	9000	1	576	25	180	14	101	21	63	14	150	40	1	32	40	8	56	5	swor		def	75	Bash	5	15	4	8	2	Stun	5	15	0	12	2	barwearbear	5	30	0	6																				0	0	0	0
Barbarian	1hs-Normal-Bear	100	24	561	5	1	80	515	MercX101	MercX167	9000	1	1656	38	480	49	158	21	101	14	750	70	1	78	86	11	109	5	swor		def	75	Bash	5	50	4	28	2	Stun	5	50	0	44	2	barwearbear	5	30	0	22																				0	0	0	0
Barbarian	1hs-Normal-Bear	100	24	561	5	1	80	515	MercX101	MercX167	9000	1	2844	63	1250	70	200	21	129	14	1520	90	1	122	130	11	148	3	swor		def	75	Bash	5	75	4	42	2	Stun	5	75	0	68	2	barwearbear	5	30	0	34																				0	0	0	0
Barbarian	1hs-Normal-Wolf	100	25	561	5	1	80	515	MercX101	MercX167	9000	1	576	25	180	14	101	21	63	14	150	40	1	32	40	8	56	5	swor		off	75	Bash	5	15	4	8	2	Stun	5	15	0	12	2	barwearwolf	5	30	0	6																				0	0	0	0
Barbarian	1hs-Normal-Wolf	100	25	561	5	1	80	515	MercX101	MercX167	9000	1	1656	38	480	49	158	21	101	14	750	70	1	78	86	11	109	5	swor		off	75	Bash	5	50	4	28	2	Stun	5	50	0	44	2	barwearwolf	5	30	0	22																				0	0	0	0
Barbarian	1hs-Normal-Wolf	100	25	561	5	1	80	515	MercX101	MercX167	9000	1	2844	63	1250	70	200	21	129	14	1520	90	1	122	130	11	148	3	swor		off	75	Bash	5	75	4	42	2	Stun	5	75	0	68	2	barwearwolf	5	30	0	24																				0	0	0	0
Barbarian	1hs-Nightmare-bear	100	26	561	5	2	160	515	MercX101	MercX167	18000	1	1490	38	432	49	155	21	96	14	675	70	4	74	82	11	106	5	swor		def	75	Bash	5	50	4	26	2	Stun	5	50	0	40	2	barwearbear	5	30	0	20																				0	0	0	0
Barbarian	1hs-Nightmare-bear	100	26	561	5	2	160	515	MercX101	MercX167	18000	1	2678	63	1202	70	197	21	124	14	1445	90	4	118	126	11	145	3	swor		def	75	Bash	5	75	4	40	2	Stun	5	75	0	64	2	barwearbear	5	30	0	24																				0	0	0	0
Barbarian	1hs-Nightmare-Wolf	100	27	561	5	2	160	515	MercX101	MercX167	18000	1	1490	38	432	49	155	21	96	14	675	70	4	74	82	11	106	5	swor		off	75	Bash	5	50	4	26	2	Stun	5	50	0	40	2	barwearwolf	5	30	0	20																				0	0	0	0
Barbarian	1hs-Nightmare-Wolf	100	27	561	5	2	160	515	MercX101	MercX167	18000	1	2678	63	1202	70	197	21	124	14	1445	90	4	118	126	11	145	3	swor		off	75	Bash	5	75	4	40	2	Stun	5	75	0	64	2	barwearwolf	5	30	0	32																				0	0	0	0
Barbarian	1hs-Hell-bear	100	28	561	5	3	260	515	MercX101	MercX167	32000	1	2410	63	1082	70	194	21	119	14	1301	90	6	114	122	11	142	3	swor		def	75	Bash	5	70	4	38	2	Stun	5	70	0	60	2	barwearbear	5	30	0	30																				0	0	0	0
Barbarian	1hs-Hell-Wolf	100	29	561	5	3	260	515	MercX101	MercX167	32000	1	2410	63	1082	70	194	21	119	14	1301	90	6	114	122	11	142	3	swor		off	75	Bash	5	70	4	38	2	Stun	5	70	0	60	2	barwearwolf	5	30	0	30																				0	0	0	0
