Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Azure	100	1	1	1		1				2	117	res-cold		14	30											lcha	marb											0	0	0
Lapis	100	1	1	10		7				2	117	res-cold		32	40											lcha	marb											0	0	0
Cobalt	100	1	1	20		15				2	117	res-cold		42	50									1	lblu	lcha	marb											0	0	0
Sapphire	100	1		30		22				2	117	res-cold		52	60									1	lblu	lcha	marb											0	0	0
Azure	100	1	1	1		1				2	117	res-cold		8	14											mcha												0	0	0
Lapis	100	1	1	16		12				2	117	res-cold		16	20											mcha												0	0	0
Cobalt	100	1	1	25		18				2	117	res-cold		22	24									1	lblu	mcha												0	0	0
Sapphire	100	1		35		27				2	117	res-cold		26	30									1	lblu	mcha												0	0	0
Azure	100	1	1	1		1				2	117	res-cold		6	10											scha												0	0	0
Lapis	100	1	1	14		10				2	117	res-cold		12	14											scha												0	0	0
Cobalt	100	1	1	27		20				2	117	res-cold		16	18									1	lblu	scha												0	0	0
Sapphire	100	1		40		32				2	117	res-cold		20	22									1	lblu	scha												0	0	0
Azure	1	1	1	5		3				2	117	res-cold		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Lapis	1	1	1	12		9				4	117	res-cold		22	40											armo	ring	amul	orb	circ								0	0	0
Lapis	1	1	1	35		26				2	117	res-cold		22	40											weap							orb					0	0	0
Cobalt	1	1	1	18		13				3	117	res-cold		42	60											armo	ring	amul	orb	circ								0	0	0
Cobalt	1	1	1	55		41				2	117	res-cold		42	60											weap							orb					0	0	0
Sapphire	1	1	1	25		18				3	117	res-cold		62	80									1	lblu	rod	boot	amul	orb	circ								0	0	0
Lapis Lazuli	100	1	1	2		1				4	117	res-cold		10	30									1	lblu	jewl												0	0	0
Sapphire	100	1	1	19		14				4	117	res-cold		32	60									1	lblu	jewl												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		14	30											lcha	marb											0	0	0
Russet	100	1	1	10		7				2	118	res-fire		32	40											lcha	marb											0	0	0
Garnet	100	1	1	20		15				2	118	res-fire		42	50									1	lred	lcha	marb											0	0	0
Ruby	100	1		30		22				2	118	res-fire		52	60									1	lred	lcha	marb											0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		8	14											mcha												0	0	0
Russet	100	1	1	16		12				2	118	res-fire		16	20											mcha												0	0	0
Garnet	100	1	1	25		18				2	118	res-fire		22	24									1	lred	mcha												0	0	0
Ruby	100	1		35		27				2	118	res-fire		26	30									1	lred	mcha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		6	10											scha												0	0	0
Russet	100	1	1	14		10				2	118	res-fire		12	14									1	lred	scha												0	0	0
Garnet	100	1		27		20				2	118	res-fire		16	18									1	lred	scha												0	0	0
Ruby	100	1	1	40		32				2	118	res-fire		20	22											scha												0	0	0
Russet	1	1	1	12		9				4	118	res-fire		22	40											armo	ring	amul	orb	circ								0	0	0
Russet	1	1	1	35		26				1	118	res-fire		22	40											weap							orb					0	0	0
Garnet	1	1	1	18		13				3	118	res-fire		42	60											armo	ring	amul	orb	circ								0	0	0
Garnet	1	1	1	55		41				1	118	res-fire		42	60											weap							orb					0	0	0
Ruby	1	1	1	25		18				3	118	res-fire		62	80									1	lred	rod	boot	amul	orb	circ								0	0	0
Garnet	100	1	1	2		1				4	117	res-fire		10	30									1	lred	jewl												0	0	0
Ruby	100	1	1	18		13				4	117	res-fire		32	60									1	lred	jewl												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		14	30											lcha	marb											0	0	0
Ocher	100	1	1	10		7				2	119	res-ltng		32	40											lcha	marb											0	0	0
Coral	100	1	1	20		15				2	119	res-ltng		42	50									1	lyel	lcha	marb											0	0	0
Amber	100	1		30		22				2	119	res-ltng		52	60									1	lyel	lcha	marb											0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		8	14											mcha												0	0	0
Ocher	100	1	1	16		12				2	119	res-ltng		16	20											mcha												0	0	0
Coral	100	1	1	25		18				2	119	res-ltng		22	24									1	lyel	mcha												0	0	0
Amber	100	1		35		27				2	119	res-ltng		26	30									1	lyel	mcha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		6	10											scha												0	0	0
Ocher	100	1	1	14		10				2	119	res-ltng		12	14											scha												0	0	0
Coral	100	1	1	27		20				2	119	res-ltng		16	18									1	lyel	scha												0	0	0
Amber	100	1		40		32				2	119	res-ltng		20	22									1	lyel	scha												0	0	0
Tangerine	1	1	1	5		3				4	119	res-ltng		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Ocher	1	1	1	12		9				4	119	res-ltng		22	40											armo	ring	amul	orb	circ								0	0	0
Ocher	1	1	1	35		26				1	119	res-ltng		22	40											weap							orb					0	0	0
Coral	1	1	1	18		13				3	119	res-ltng		42	60											armo	ring	amul	orb	circ								0	0	0
Coral	1	1	1	55		41				1	119	res-ltng		42	60											weap							orb					0	0	0
Amber	1	1	1	25		18				3	119	res-ltng		62	80									1	lyel	rod	boot	amul	orb	circ								0	0	0
Camphor	100	1	1	2		1				4	117	res-ltng		10	30									1	lyel	jewl												0	0	0
Ambergris	100	1	1	19		14				4	117	res-ltng		32	60									1	lyel	jewl												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		14	30											lcha	marb											0	0	0
Viridian	100	1	1	10		7				2	120	res-pois		32	40											lcha	marb											0	0	0
Jade	100	1	1	20		15				2	120	res-pois		42	50									1	cgrn	lcha	marb											0	0	0
Emerald	100	1		30		22				2	120	res-pois		52	60									1	cgrn	lcha	marb											0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		8	14											mcha												0	0	0
Viridian	100	1	1	16		12				2	120	res-pois		16	20											mcha												0	0	0
Jade	100	1	1	25		18				2	120	res-pois		22	24									1	cgrn	mcha												0	0	0
Emerald	100	1		35		27				2	120	res-pois		26	30									1	cgrn	mcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		6	10											scha												0	0	0
Viridian	100	1	1	14		10				2	120	res-pois		12	14											scha												0	0	0
Jade	100	1	1	27		20				2	120	res-pois		16	18									1	cgrn	scha												0	0	0
Emerald	100	1		40		32				2	120	res-pois		20	22									1	cgrn	scha												0	0	0
Beryl	1	1	1	5		3				4	120	res-pois		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Viridian	1	1	1	12		9				4	120	res-pois		22	40											armo	ring	amul	orb	circ								0	0	0
Viridian	1	1	1	35		26				1	120	res-pois		22	40											weap							orb					0	0	0
Jade	1	1	1	18		13				3	120	res-pois		42	60											armo	ring	amul	orb	circ								0	0	0
Jade	1	1	1	55		41				1	120	res-pois		42	60											weap							orb					0	0	0
Emerald	1	1	1	25		18				3	120	res-pois		62	80									1	cgrn	rod	boot	amul	orb	circ								0	0	0
Beryl	100	1	1	2		1				4	117	res-pois		10	30									1	cgrn	jewl												0	0	0
Jade	100	1	1	19		14				4	117	res-pois		32	60									1	cgrn	jewl												0	0	0
Triumphant	1	1	1	3		2				4	121	mana-kill		2	2											weap	ring	circ										0	0	0
Victorious	100	1	1	17		12				4	121	mana-kill		4	10											weap	circ											0	0	0
Aureolin	100	1	1	22		16				4	121	mana-kill		2	6											jewl												0	0	0
Mechanist's	100	1	1	10		7				3	122	sock		2	4											weap	shld	helm	tors	circ			thro					0	0	0
Artificer's	100	1		33		25				2	122	sock	3													weap	shld	helm	tors				thro					0	0	0
Jeweler's	100	1		55		47				1	122	sock	4													weap	shld	helm	tors				thro					0	0	0
Assamic	100	1	1	3		1				2	123	att-demon		50	100	dmg-demon		20	50							weap	circ						wand	orb				0	0	0
Arcadian	100	1	1	15		11				2	123	att-demon		102	200	dmg-demon		52	100							weap	circ						wand	orb				0	0	0
Unearthly	100	1	1	25		18				1	123	att-demon		202	300	dmg-demon		102	200							weap							wand	orb				0	0	0
Astral	100	1	1	35		26				1	123	att-demon		302	400	dmg-demon		202	300							weap							wand	orb				0	0	0
Elysian	100	1	1	45		33				1	123	att-demon		402	600	dmg-demon		302	400					1	dgld	weap							wand	orb				0	0	0
Celestial	100	1		55		41				1	123	att-demon		602	800	dmg-demon		402	600					1	dgld	weap							wand	orb				0	0	0
Diamond	100	1	1	26		19				1	123	att-demon		50	100	dmg-demon		50	80							jewl												0	0	0
Fletcher's	100	1		50		42	ama			1	125	skilltab	0	2	2											lcha	marb											0	0	0
Acrobat's	100	1		50		42	ama			1	125	skilltab	1	2	2											lcha	marb											0	0	0
Harpoonist's	100	1		50		42	ama			1	125	skilltab	2	2	2											lcha	marb											0	0	0
Fletcher's	100	1	1	20		15	ama			1	125	skilltab	0	2	2											miss	glov											0	0	0
Bowyer's	100	1	1	40		30	ama			1	125	skilltab	0	4	4									1	lgld	miss	glov											0	0	0
Archer's	100	1		60		45	ama			1	125	skilltab	0	6	6									1	lgld	miss	glov											0	0	0
Acrobat's	100	1	1	20		15	ama			1	125	skilltab	1	2	2											glov	amul	circ										0	0	0
Gymnast's	100	1	1	40		30	ama			1	125	skilltab	1	4	4									1	lgld	glov	amul	circ										0	0	0
Athlete's	100	1		60		45	ama			1	125	skilltab	1	6	6									1	lgld	glov	amul	circ										0	0	0
Harpoonist's	100	1	1	20		15	ama			1	125	skilltab	2	2	2											spea	glov											0	0	0
Spearmaiden's	100	1	1	40		30	ama			1	125	skilltab	2	4	4									1	lgld	spea	glov											0	0	0
Lancer's	100	1		60		45	ama			1	125	skilltab	2	6	6									1	lgld	spea	glov											0	0	0
Burning	100	1	1	50		42	sor			1	125	skilltab	3	2	2											lcha	marb											0	0	0
Sparking	100	1	1	50		42	sor			1	125	skilltab	4	2	2											lcha	marb											0	0	0
Chilling	100	1	1	50		42	sor			1	125	skilltab	5	2	2											lcha	marb											0	0	0
Burning	100	1	1	20		15	sor			1	125	skilltab	3	2	2											staff	orb	amul	circ									0	0	0
Blazing	100	1	1	40		30	sor			1	125	skilltab	3	4	4									1	lgld	staff	orb	amul	circ									0	0	0
Volcanic	100	1		60		45	sor			1	125	skilltab	3	6	6									1	lgld	staff	orb	amul	circ									0	0	0
Sparking	100	1	1	20		15	sor			1	125	skilltab	4	2	2											staff	orb	amul	circ									0	0	0
Charged	100	1	1	40		30	sor			1	125	skilltab	4	4	4									1	lgld	staff	orb	amul	circ									0	0	0
Powered	100	1		60		45	sor			1	125	skilltab	4	6	6									1	lgld	staff	orb	amul	circ									0	0	0
Chilling	100	1	1	20		15	sor			1	125	skilltab	5	2	2											staff	orb	amul	circ									0	0	0
Freezing	100	1	1	40		30	sor			1	125	skilltab	5	4	4									1	lgld	staff	orb	amul	circ									0	0	0
Glacial	100	1		60		45	sor			1	125	skilltab	5	6	6									1	lgld	staff	orb	amul	circ									0	0	0
Hexing	100	1	1	50		42	nec			1	125	skilltab	6	2	2											lcha	marb											0	0	0
Fungal	100	1	1	50		42	nec			1	125	skilltab	7	2	2											lcha	marb											0	0	0
Graverobber's	100	1	1	50		42	nec			1	125	skilltab	8	2	2											lcha	marb											0	0	0
Hexing	100	1	1	20		15	nec			1	125	skilltab	6	2	2											wand	head	amul	circ									0	0	0
Blighting	100	1	1	40		30	nec			1	125	skilltab	6	4	4									1	lgld	wand	head	amul	circ									0	0	0
Accursed	100	1		60		45	nec			1	125	skilltab	6	6	6									1	lgld	wand	head	amul	circ									0	0	0
Fungal	100	1	1	20		15	nec			1	125	skilltab	7	2	2											wand	head	amul	knif	circ			tkni					0	0	0
Noxious	100	1	1	40		30	nec			1	125	skilltab	7	4	4									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Venomous	100	1		60		45	nec			1	125	skilltab	7	6	6									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Graverobber's	100	1	1	20		15	nec			1	125	skilltab	8	2	2											wand	head	amul	circ									0	0	0
Vodoun	100	1	1	40		30	nec			1	125	skilltab	8	4	4									1	lgld	wand	head	amul	circ									0	0	0
Golemlord's	100	1		60		45	nec			1	125	skilltab	8	6	6									1	lgld	wand	head	amul	circ									0	0	0
Lion Branded	100	1	1	50		42	pal			1	125	skilltab	9	2	2											lcha	marb											0	0	0
Captain's	100	1	1	50		42	pal			1	125	skilltab	10	2	2											lcha	marb											0	0	0
Preserver's	100	1	1	50		42	pal			1	125	skilltab	11	2	2											lcha	marb											0	0	0
Lion Branded	100	1	1	20		15	pal			1	125	skilltab	9	2	2											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Hawk Branded	100	1	1	40		30	pal			1	125	skilltab	9	4	4									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Rose Branded	100	1		60		45	pal			1	125	skilltab	9	6	6									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Captain's	100	1	1	20		15	pal			1	125	skilltab	10	2	2											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Commander's	100	1	1	40		30	pal			1	125	skilltab	10	4	4									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Marshal's	100	1		60		45	pal			1	125	skilltab	10	6	6									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Preserver's	100	1	1	20		15	pal			1	125	skilltab	11	2	2											shld	ashd	amul	circ									0	0	0
Warder's	100	1	1	40		30	pal			1	125	skilltab	11	4	4									1	lgld	shld	ashd	amul	circ									0	0	0
Guardian's	100	1		60		45	pal			1	125	skilltab	11	6	6									1	lgld	shld	ashd	amul	circ									0	0	0
Expert's	100	1	1	50		42	bar			1	125	skilltab	12	2	2											lcha	marb											0	0	0
Fanatic	100	1	1	50		42	bar			1	125	skilltab	13	2	2											lcha	marb											0	0	0
Sounding	100	1	1	50		42	bar			1	125	skilltab	14	2	2											lcha	marb											0	0	0
Expert's	100	1	1	20		15	bar			1	125	skilltab	12	2	2											phlm	weap	helm					miss	rod				0	0	0
Veteran's	100	1	1	40		30	bar			1	125	skilltab	12	4	4									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Master's	100	1		60		45	bar			1	125	skilltab	12	6	6									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Fanatic	100	1	1	20		15	bar			1	125	skilltab	13	2	2											phlm	weap	amul					miss	rod				0	0	0
Raging	100	1	1	40		30	bar			1	125	skilltab	13	4	4									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Furious	100	1		60		45	bar			1	125	skilltab	13	6	6									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Sounding	100	1	1	20		15	bar			1	125	skilltab	14	2	2											phlm	weap	amul					miss	rod				0	0	0
Resonant	100	1	1	40		30	bar			1	125	skilltab	14	4	4									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Echoing	100	1		60		45	bar			1	125	skilltab	14	6	6									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Trainer's	100	1	1	50		42	dru			1	125	skilltab	15	2	2											lcha	marb											0	0	0
Spiritual	100	1	1	50		42	dru			1	125	skilltab	16	2	2											lcha	marb											0	0	0
Nature's	100	1	1	50		42	dru			1	125	skilltab	17	2	2											lcha	marb											0	0	0
Trainer's	100	1	1	20		15	dru			1	125	skilltab	15	2	2											club	pelt	amul	circ									0	0	0
Caretaker's	100	1	1	40		30	dru			1	125	skilltab	15	4	4									1	lgld	club	pelt	amul	circ									0	0	0
Keeper's	100	1		60		45	dru			1	125	skilltab	15	6	6									1	lgld	club	pelt	amul	circ									0	0	0
Spiritual	100	1	1	20		15	dru			1	125	skilltab	16	2	2											club	pelt	amul	circ									0	0	0
Feral	100	1	1	40		30	dru			1	125	skilltab	16	4	4									1	lgld	club	pelt	amul	circ									0	0	0
Communal	100	1		60		45	dru			1	125	skilltab	16	6	6									1	lgld	club	pelt	amul	circ									0	0	0
Nature's	100	1	1	20		15	dru			1	125	skilltab	17	2	2											club	pelt	amul	circ									0	0	0
Terra's	100	1	1	40		30	dru			1	125	skilltab	17	4	4									1	lgld	club	pelt	amul	circ									0	0	0
Gaea's	100	1		60		45	dru			1	125	skilltab	17	6	6									1	lgld	club	pelt	amul	circ									0	0	0
Entrapping	100	1	1	50		42	ass			1	125	skilltab	18	2	2											lcha	marb											0	0	0
Mentalist's	100	1	1	50		42	ass			1	125	skilltab	19	2	2											lcha	marb											0	0	0
Shogukusha's	100	1	1	50		42	ass			1	125	skilltab	20	2	2											lcha	marb											0	0	0
Entrapping	100	1	1	20		15	ass			1	125	skilltab	18	2	2											h2h	amul	circ										0	0	0
Trickster's	100	1	1	40		30	ass			1	125	skilltab	18	4	4									1	lgld	h2h	amul	circ										0	0	0
Cunning	100	1		60		45	ass			1	125	skilltab	18	6	6									1	lgld	h2h	amul	circ										0	0	0
Mentalist's	100	1	1	20		15	ass			1	125	skilltab	19	2	2											h2h	amul	helm	circ									0	0	0
Psychic	100	1	1	40		30	ass			1	125	skilltab	19	4	4									1	lgld	h2h	amul	helm	circ									0	0	0
Shadow	100	1		60		45	ass			1	125	skilltab	19	6	6									1	lgld	h2h	amul	helm	circ									0	0	0
Shogukusha's	100	1	1	20		15	ass			1	125	skilltab	20	2	2											h2h	amul	glov	circ									0	0	0
Sensei's	100	1	1	40		30	ass			1	125	skilltab	20	4	4									1	lgld	h2h	amul	glov	circ									0	0	0
Kenshi's	100	1		60		45	ass			1	125	skilltab	20	6	6									1	lgld	h2h	amul	glov	circ									0	0	0
Miocene	100			1		1				1	101	ac/lvl	12											1	whit	tors												0	0	0
Miocene	100		1	1		1				1	101	ac/lvl	2											1	whit	glov	boot	belt	shld									0	0	0
Oligocene	100		1	10		7				1	101	ac/lvl	18											1	whit	tors												0	0	0
Oligocene	100		1	10		7				1	101	ac/lvl	4											1	whit	glov	boot	belt	shld									0	0	0
Eocene	100		1	20		15				1	101	ac/lvl	36											1	whit	tors												0	0	0
Eocene	100		1	20		15				1	101	ac/lvl	6											1	whit	glov	boot	belt	shld									0	0	0
Paleocene	100	1	1	30		22				4	101	ac/lvl	48											1	whit	tors												0	0	0
Paleocene	100	1	1	30		22				3	101	ac/lvl	8											1	whit	glov	boot	belt	shld									0	0	0
Knave's	100			1		1				1	111	dmg/lvl	2			att/lvl	20							1	whit	weap							staf	wand	orb			0	0	0
Jack's	100		1	10		7				1	111	dmg/lvl	4			att/lvl	30							1	whit	weap							staf	wand	orb			0	0	0
Jester's	100		1	20		15				1	111	dmg/lvl	6			att/lvl	44							1	whit	weap							staf	wand	orb			0	0	0
Joker's	100		1	35		26				1	111	dmg/lvl	8			att/lvl	66							1	whit	weap							staf	wand	orb			0	0	0
Trump	100	1	1	50		37				7	111	dmg/lvl	8			att/lvl	66							1	whit	weap							staf	wand	orb			0	0	0
Loud	100			1		1				1	105	dmg/lvl	4											1	whit	weap							staf	wand	orb			0	0	0
Calling	100		1	10		7				1	105	dmg/lvl	6											1	whit	weap							staf	wand	orb			0	0	0
Yelling	100		1	20		15				1	105	dmg/lvl	8											1	whit	weap							staf	wand	orb			0	0	0
Shouting	100		1	35		26				1	105	dmg/lvl	10											1	whit	weap							staf	wand	orb			0	0	0
Gritty	100	1	1	50		37				7	105	dmg/lvl	12											1	whit	weap							staf	wand	orb			0	0	0
Paradox	100		1	25		18				1	101	ac%/lvl	24											1	whit	tors												0	0	0
Paradox	100		1	25		18				1	105	dmg%/lvl	24											1	whit	weap							staf	wand	orb			0	0	0
Robineye	100			1		1				1	111	att/lvl	8											1	whit	weap							staf	wand	orb			0	0	0
Sparroweye	100			10		7				1	111	att/lvl	12											1	whit	weap							staf	wand	orb			0	0	0
Falconeye	100			20		15				1	111	att/lvl	16											1	whit	weap							staf	wand	orb			0	0	0
Hawkeye	100	1		35		26				7	111	att/lvl	24											1	whit	weap							staf	wand	orb			0	0	0
Eagleeye	100			50		37				1	111	att/lvl	32											1	whit	weap							staf	wand	orb			0	0	0
Visionary	100	1	1	25		18				1	111	att%/lvl	4											1	whit	helm	miss											0	0	0
Mnemonic	100	1	1	25		18				1	115	mana/lvl	12											1	cblu	helm												0	0	0
Snowflake	100	1	1	25		18				3	137	cold-len		50	50	cold-min		12	18	cold-max		38	60	1	whit	weap	circ											0	0	0
Shivering	100	1	1	35		26				2	137	cold-len		100	100	cold-min		20	30	cold-max		62	90	1	whit	weap												0	0	0
Boreal	100	1	1	50		40				1	137	cold-len		150	150	cold-min		32	46	cold-max		92	180	1	whit	weap												0	0	0
Hibernal	100	1	1	70		60				1	137	cold-len		200	200	cold-min		48	90	cold-max		182	280	1	whit	weap												0	0	0
Ember	100	1	1	25		18				3	138	fire-min		32	50	fire-max		62	120					1	whit	weap	circ											0	0	0
Smoldering	100	1	1	35		26				2	138	fire-min		52	100	fire-max		122	180					1	whit	weap												0	0	0
Smoking	100	1	1	47		37				1	138	fire-min		102	160	fire-max		182	260					1	whit	weap												0	0	0
Flaming	100	1	1	61		51				1	138	fire-min		162	240	fire-max		262	360					1	whit	weap												0	0	0
Scorching	100	1	1	77		67				1	138	fire-min		242	340	fire-max		362	480					1	whit	weap												0	0	0
Static	100	1	1	25		18				3	139	ltng-min		2	2	ltng-max		98	240					1	whit	weap	circ											0	0	0
Glowing	100	1	1	34		25				2	139	ltng-min		2	2	ltng-max		242	360					1	whit	weap												0	0	0
Buzzing	100	1	1	46		36				1	139	ltng-min		2	2	ltng-max		362	520					1	whit	weap												0	0	0
Arcing	100	1	1	60		50				1	139	ltng-min		2	2	ltng-max		522	720					1	whit	weap												0	0	0
Shocking	100	1	1	76		66				1	139	ltng-min		2	2	ltng-max		722	960					1	whit	weap												0	0	0
Septic	100	1	1	1		1				3	140	dmg-pois	50	62	62									1	whit	weap	circ											0	0	0
Envenomed	100	1	1	10		7				2	140	dmg-pois	75	82	82									1	whit	weap												0	0	0
Corosive	100	1	1	20		15				1	140	dmg-pois	100	410	410									1	whit	weap												0	0	0
Toxic	100	1	1	35		26				1	140	dmg-pois	125	616	616									1	whit	weap												0	0	0
Pestilent	100	1		50		37				1	140	dmg-pois	150	940	940									1	whit	weap												0	0	0
Maiden's	1	1	1	36		27	ama			4	125	ama		2	2											amul	circ											0	0	0
Valkyrie's	1	1	1	90		67	ama			2	125	ama		4	4									1	cgrn	amul	circ											0	0	0
Maiden's	1	1	1	30		22	ama			4	125	ama		2	2											miss	spea											0	0	0
Valkyrie's	1	1	1	50		42	ama			2	125	ama		4	4									1	cgrn	miss	spea											0	0	0
Monk's	1	1	1	36		27	pal			4	125	pal		2	2											amul	circ											0	0	0
Priest's	1	1	1	90		67	pal			2	125	pal		4	4									1	cgrn	amul	circ											0	0	0
Monk's	1	1	1	30		22	pal			4	125	pal		2	2											scep	ashd											0	0	0
Priest's	1	1	1	50		42	pal			2	125	pal		4	4									1	cgrn	scep	ashd											0	0	0
Monk's	1	1	1	35		27	pal			4	125	pal		2	2											swor	mace	hamm	shld									0	0	0
Priest's	1	1	1	65		58	pal			2	125	pal		4	4									1	cgrn	swor	mace	hamm	shld									0	0	0
Summoner's	1	1	1	36		27	nec			4	125	nec		2	2											amul	circ											0	0	0
Necromancer's	1	1	1	90		67	nec			2	125	nec		4	4									1	cgrn	amul	circ											0	0	0
Summoner's	1	1	1	30		22	nec			4	125	nec		2	2											wand	knif	head										0	0	0
Necromancer's	1	1	1	50		42	nec			2	125	nec		4	4									1	cgrn	wand	knif	head										0	0	0
Angel's	1	1	1	36		27	sor			4	125	sor		2	2											amul	circ											0	0	0
Arch-Angel's	1	1	1	90		67	sor			2	125	sor		4	4									1	cgrn	amul	circ											0	0	0
Angel's	1	1	1	30		22	sor			4	125	sor		2	2											staf	orb											0	0	0
Arch-Angel's	1	1	1	50		42	sor			2	125	sor		4	4									1	cgrn	staf	orb											0	0	0
Slayer's	1	1	1	36		27	bar			4	125	bar		2	2											amul	circ											0	0	0
Berserker's	1	1	1	90		67	bar			2	125	bar		4	4									1	cgrn	amul	circ											0	0	0
Slayer's	1	1	1	30		22	bar			4	125	bar		2	2											tkni	axe	spea	club	swor	hamm	mace	jave	knif				0	0	0
Berserker's	1	1	1	50		42	bar			1	125	bar		4	4									1	cgrn	tkni	axe	spea	club	swor	hamm	mace	jave	knif				0	0	0
Slayer's	100	1	1	30		22	bar			4	125	bar		2	2											phlm												0	0	0
Berserker's	100	1	1	50		42	bar			2	125	bar		4	4									1	cgrn	phlm												0	0	0
Shaman's	100	1	1	36		27	dru			4	125	dru		2	2											amul	circ											0	0	0
Hierophant's	100	1	1	90		67	dru			2	125	dru		4	4									1	cgrn	amul	circ											0	0	0
Shaman's	100	1	1	30		22	dru			4	125	dru		2	2											club	pelt											0	0	0
Hierophant's	100	1	1	50		42	dru			2	125	dru		4	4									1	cgrn	club	pelt											0	0	0
Magekiller's	100	1	1	36		27	ass			4	125	ass		2	2											amul	circ											0	0	0
Witch-hunter's	100	1	1	90		67	ass			2	125	ass		4	4									1	cgrn	amul	circ											0	0	0
Magekiller's	100	1	1	30		22	ass			4	125	ass		2	2											h2h												0	0	0
Witch-hunter's	100	1	1	50		42	ass			2	125	ass		4	4									1	cgrn	h2h												0	0	0
Compact	100	1	1	1		1				6	141	stack		40	80											thro												0	0	0
Thin	100	1	1	17		12				5	141	stack		82	160											thro												0	0	0
Dense	100	1	1	38		30				4	141	stack		162	240											thro												0	0	0
Consecrated	100	1	1	1		1				4	142	att-undead		50	150	dmg-undead		50	150							weap							wand	orb				0	0	0
Pure	100	1	1	15		11				3	142	att-undead		152	350	dmg-undead		152	250							weap							wand	orb				0	0	0
Sacred	100	1	1	25		18				2	142	att-undead		350	500	dmg-undead		252	400							weap							wand	orb				0	0	0
Hallowed	100	1	1	35		27				1	142	att-undead		502	650	dmg-undead		402	550							weap							wand	orb				0	0	0
Divine	100	1		45		37				1	142	att-undead		652	900	dmg-undead		552	700							weap							wand	orb				0	0	0
Pearl	100	1	1	18		13				1	142	att-undead		50	100	dmg-undead		50	100							jewl												0	0	0
Crimson	1	1	1	5		3				4	118	res-fire		10	20											armo	ring	amul	orb	circ	weap							0	0	0
Red	100	1	1	15		11				4	103	dmg-min		2	2									1	dred	lcha	marb											0	0	0
Sanguinary	100	1	1	45		37				4	103	dmg-min		4	4									1	dred	lcha	marb											0	0	0
Bloody	100	1		75		67				4	103	dmg-min		6	6									1	dred	lcha	marb											0	0	0
Red	100	1	1	30		22				4	103	dmg-min		2	2									1	dred	mcha												0	0	0
Sanguinary	100	1		60		52				4	103	dmg-min		4	4									1	dred	mcha												0	0	0
Red	100	1	1	90		82				4	103	dmg-min		2	2									1	dred	scha												0	0	0
Jagged	100	1	1	7		5				4	104	dmg-max		2	2									1	blac	lcha	marb											0	0	0
Forked	100	1	1	37		29				4	104	dmg-max		4	4									1	blac	lcha	marb											0	0	0
Serrated	100	1		67		59				4	104	dmg-max		6	6									1	blac	lcha	marb											0	0	0
Jagged	100	1	1	22		16				4	104	dmg-max		2	2									1	blac	mcha												0	0	0
Forked	100	1		52		44				4	104	dmg-max		4	4									1	blac	mcha												0	0	0
Jagged	100	1	1	81		73				4	104	dmg-max		2	2									1	blac	scha												0	0	0
Snowflake	100	1	1	9		6				2	137	cold-len		50	50	cold-min		2	2	cold-max		4	6			lcha	marb											0	0	0
Shivering	100	1	1	15		11				1	137	cold-len		50	50	cold-min		4	8	cold-max		8	16			lcha	marb											0	0	0
Boreal	100	1	1	30		22				1	137	cold-len		50	50	cold-min		10	14	cold-max		18	30	1	lblu	lcha	marb											0	0	0
Hibernal	100	1		45		38				1	137	cold-len		50	50	cold-min		16	26	cold-max		32	50	1	lblu	lcha	marb											0	0	0
Snowflake	100	1	1	18		13				2	137	cold-len		50	50	cold-min		4	6	cold-max		6	10			mcha												0	0	0
Shivering	100	1	1	29		21				1	137	cold-len		50	50	cold-min		8	10	cold-max		12	20			mcha												0	0	0
